lemma	pos	alternation	flags	surface	krdict_ids	stdict_ids	opendict_ids	status
잡다	VV	Regular			70378	281090:281090001	259237:1|30599:1|30793:1|61691:1|62619:1|69343:1|69362:1|70561:1|71752:1|72081:1|72612:1|72639:1|72644:1|72672:1|72685:1|72688:1|72691:1|72694:1|72728:1|72731:1|72734:1|72736:1|72948:1|72962:1|73020:1|73128:1|73218:1|73301:1	regular-control
잡살스럽다	VA	BToWo				517621:517621001	599323:1	productive-duplicate
잡상스럽다	VA	BToWo				476260:476260001	260124:1	productive-duplicate
잡숫다	VV	DropS				284096:284096001	579786:1	review
잡스럽다	VA	BToWo			73125	476237:476237001	359231:1	productive-duplicate
잡아넣다	VV	Regular			73215	284343:284343001	444260:1|447789:1	regular-control
잡아뜯다	VV	Regular			73218			regular-control
잡탕스럽다	VA	BToWo				279549:279549001	579937:1	productive-duplicate
잣다	VV	DropS				282266:282266001|476263:476263001	370785:1|374210:1|579996:1	review
장그랍다	VA	BToWo				283516:283516001	395941:1	review
장난스럽다	VA	BToWo			75061	474874:474874001	256805:1	productive-duplicate
장황스럽다	VA	BToWo				286512:286512001	261286:1	productive-duplicate
잦추르다	VV	Regular	EU_DROP			282771:282771001	469959:1	regular-control
재겹다	VA	BToWo				284915:284915001	506992:1	review
재롱스럽다	VA	BToWo				287059:287059001	470054:1	productive-duplicate
재미롭다	VA	BToWo				281411:281411001	263712:1	productive-duplicate
재미스럽다	VA	BToWo				474087:474087001	433295:1	productive-duplicate
재바르다	VA	ReuDoubleL				474281:474281001	506634:1	review
재빠르다	VA	ReuDoubleL			74240	474864:474864001	580309:1	promoted
재사스럽다	VA	BToWo				289682:289682001	261996:1	productive-duplicate
재의결받다	VV	Regular					979088:1	regular-control
재장바르다	VA	ReuDoubleL				476512:476512001	262216:1	review
재재바르다	VA	ReuDoubleL				281848:281848001	262222:1	review
쟁그랍다	VA	BToWo				480743:480743001	261148:1	review
저떻다	VA	DropH					665960:1	review
저렇다	VA	DropH			71226	278774:278774001	359765:1	promoted
저쑵다	VV	BToWo				477877:477877001	433048:1	review
저주롭다	VA	BToWo				286695:286695001	260549:1	productive-duplicate
저주스럽다	VA	BToWo			74630	473918:473918001	260750:1	productive-duplicate
저지르다	VV	ReuDoubleL			25022	289096:289096001	261182:1	promoted
저질스럽다	VA	BToWo				535291:535291001	640946:1	productive-duplicate
적바르다	VA	ReuDoubleL				279959:279959001	262935:1	review
전수받다	VV	Regular			74448			regular-control
전율스럽다	VA	BToWo				480928:480928001	396668:1	productive-duplicate
전주르다	VV	ReuDoubleL				478967:478967001	22406:1	review
절망스럽다	VA	BToWo			600280		753381:1	productive-duplicate
점직스럽다	VA	BToWo				287654:287654001	267006:1	productive-duplicate
접다	VV	Regular			31735	481802:481802001	1358690:1|406254:1|409797:1|411296:1|411771:1|411849:1|411882:1|411903:1|411926:1|411961:1	regular-control
접어놓다	VV	Regular			77466	290487:290487001	406346:1	regular-control
젓다	VV	DropS			75774	479557:479557001	30871:1|61788:1|69391:1|70567:1|72616:1	promoted
정가롭다	VA	BToWo				290820:290820001	270430:1	productive-duplicate
정갈스럽다	VA	BToWo			74964	483603:483603001	470980:1	productive-duplicate
정결스럽다	VA	BToWo				289917:289917001|289919:289919001	268184:1|268186:1	productive-duplicate
정겹다	VA	BToWo			74974	476109:476109001	268189:1	promoted
정교롭다	VA	BToWo				479699:479699001	269075:1	productive-duplicate
정답다	VA	BToWo			75947	291761:291761001	470671:1	productive-duplicate
정바르다	VA	ReuDoubleL				479850:479850001	470810:1	review
정성스럽다	VA	BToWo			76548	295256:295256001	267562:1	productive-duplicate
정숙스럽다	VA	BToWo				292989:292989001	433835:1	productive-duplicate
정예롭다	VA	BToWo				294234:294234001	30917:1|61819:1	productive-duplicate
정의롭다	VA	BToWo			75886	481987:481987001	270303:1	productive-duplicate
정채롭다	VA	BToWo				477193:477193001	581080:1	productive-duplicate
젖어오르다	VV	ReuDoubleL				295051:295051001	470630:1	review
제겨잇다	VV	DropS				477177:477177001	268758:1	review
제공받다	VV	Regular			75025			regular-control
조그맣다	VA	DropH			91750	481915:481915001	21873:1|53470:1	promoted
조급스럽다	VA	BToWo				479007:479007001	271767:1	productive-duplicate
조끄맣다	VA	DropH				298265:298265001	272200:1	review
조렇다	VA	DropH			89962	481922:481922001	273946:1	promoted
조르다	VV	ReuDoubleL			24589|75428	479224:479224001|479225:479225001	271986:1|553580:1|557163:1	promoted
조마롭다	VA	BToWo				484729:484729001	273297:1	productive-duplicate
조마스럽다	VA	BToWo				517236:517236001	598828:1	productive-duplicate
조신스럽다	VA	BToWo				303266:303266001	271421:1	productive-duplicate
조심성스럽다	VA	BToWo				300919:300919001	271824:1	productive-duplicate
조심스럽다	VA	BToWo			91752	478604:478604001	271826:1	productive-duplicate
조쌀스럽다	VA	BToWo				297200:297200001	271829:1	productive-duplicate
조잡스럽다	VA	BToWo			75488	304643:304643001	22432:1|53075:1	productive-duplicate
조화롭다	VA	BToWo			76046	297571:297571001	272535:1	productive-duplicate
존경스럽다	VA	BToWo			76216	535332:535332001	640948:1	productive-duplicate
졸잡다	VV	Regular				299459:299459001	272334:1	regular-control
좀스럽다	VA	BToWo			76378	305645:305645001	23444:1|53964:1	productive-duplicate
좁다	VA	Regular			75801	481492:481492001	480328:1|483812:1|485140:1|594025:1	regular-control
좁다랗다	VA	DropH			76383	298209:298209001	397445:1	promoted
좁디좁다	VA	Regular			91038	298210:298210001	272112:1	regular-control
종결짓다	VV	DropS			76399	301976:301976001	273420:1	promoted
종요롭다	VA	BToWo				485758:485758001	272815:1	productive-duplicate
좇잡다	VV	BToWa				301873:301873001	434505:1|596563:1	review
좋다	VA	Regular			79033	302141:302141001	1331498:1|274523:1|274524:1|274525:1|274526:1|30636:1|30918:1|61820:1|62659:1|69392:1|70568:1|72083:1|72617:1|72673:1|72950:1	core-duplicate
죄만스럽다	VA	BToWo				300454:300454001	275737:1	productive-duplicate
죄민스럽다	VA	BToWo				300172:300172001	275961:1	productive-duplicate
죄받다	VV	Regular			90795	300456:300456001	275962:1	regular-control
죄송스럽다	VA	BToWo			90797	305526:305526001	276194:1	productive-duplicate
죄스럽다	VA	BToWo			90800	481944:481944001	276198:1	productive-duplicate
죄입다	VV	Regular				297460:297460001	397960:1	regular-control
죄짓다	VV	DropS			90811	479939:479939001	471643:1	promoted
주고받다	VV	Regular			24653	483146:483146001	276202:1	regular-control
주놓다	VV	Regular				485471:485471001	581770:1	regular-control
주름잡다	VV	Regular			76283	302209:302209001	22749:1	regular-control
주목받다	VV	Regular					816930:1	regular-control
주무르다	VV	ReuDoubleL			75174	305612:305612001	30956:1|61829:1|69394:1	promoted
주워듣다	VV	DToL			76987	302706:302706001	397723:1	promoted
주저롭다	VA	BToWo				479449:479449001	22903:1	productive-duplicate
주접스럽다	VA	BToWo			77073	480009:480009001	23272:1|54543:1	productive-duplicate
주책스럽다	VA	BToWo			93646	519101:519101001	1368296:1	productive-duplicate
주체스럽다	VA	BToWo			77104	479630:479630001	582004:1	productive-duplicate
준걸스럽다	VA	BToWo				308411:308411001	275861:1	productive-duplicate
줄밑걷다	VV	Regular				300800:300800001	274450:1	regular-control
줄잡다	VV	Regular				309284:309284001	333223:1	regular-control
줄통뽑다	VV	Regular				302461:302461001	276101:1	regular-control
줍다	VV	BToWo			82140	480859:480859001	23460:1|53857:1|67641:1	promoted
줴뜯다	VV	Regular				307501:307501001	480310:1|483787:1	regular-control
줴바르다	VV	ReuDoubleL				307502:307502001	280197:1	review
줴지르다	VV	ReuDoubleL				308228:308228001	472010:1	review
쥐어뜯다	VV	Regular			76778	486880:486880001	22863:1|54032:1	regular-control
쥐어바르다	VV	ReuDoubleL				307417:307417001	435253:1	review
쥐어지르다	VV	ReuDoubleL			77788	483490:483490001	361918:1	promoted
즐겁다	VA	BToWo			62101	483118:483118001	361670:1	promoted
증상스럽다	VA	BToWo				306659:306659001	280235:1	productive-duplicate
증오스럽다	VA	BToWo				481878:481878001	508965:1	productive-duplicate
지겹다	VA	BToWo			27754	486469:486469001	545727:1	promoted
지궁스럽다	VA	BToWo				485581:485581001	23861:1|54927:1	productive-duplicate
지극스럽다	VA	BToWo				480832:480832001	280465:1	productive-duplicate
지내듣다	VV	DToL				314137:314137001	279382:1	review
지독스럽다	VA	BToWo			76929	307453:307453001	406526:1|410014:1|411470:1|411735:1|411865:1|411908:1	productive-duplicate
지르누르다	VV	ReuDoubleL				312884:312884001	280287:1	review
지르다	VV	ReuDoubleL			601016|62312|77553|77581	312902:312902001|484111:484111001|485540:485540001	1368207:1|1369769:1|23465:1|545609:1|54664:1|554542:1|554573:1|557997:1|558102:1|558864:1|558869:1|559015:1|559168:1|559202:1|559212:1|67747:1|70429:1|71741:1	promoted
지르잡다	VV	Regular				314128:314128001	508879:1	regular-control
지성스럽다	VA	BToWo				484637:484637001	281367:1	productive-duplicate
지악스럽다	VA	BToWo				316326:316326001	23348:1|55372:1|67742:1	productive-duplicate
지어붓다	VV	DropS				316929:316929001	545634:1	review
지지누르다	VV	ReuDoubleL				309468:309468001	508886:1	review
지지르다	VV	ReuDoubleL				487848:487848001	333369:1|336778:1	review
지혜롭다	VA	BToWo			83772	488596:488596001	282991:1	productive-duplicate
직심스럽다	VA	BToWo				311234:311234001	509363:1	productive-duplicate
질탕스럽다	VA	BToWo				307662:307662001	283606:1	productive-duplicate
짐스럽다	VA	BToWo			78360	484634:484634001	362274:1	productive-duplicate
집다	VV	Regular			71575	488149:488149001	444286:1|447819:1|472367:1	regular-control
집어넣다	VV	Regular			37043	483593:483593001	282031:1	regular-control
짓누르다	VV	ReuDoubleL			77696	483408:483408001	334140:1|337510:1	promoted
짓다	VV	DropS			66585	321955:321955001|321956:321956001|486065:486065001	281610:1|334141:1|337511:1|338308:1|338448:1|338672:1|338677:1|338712:1|338713:1|338718:1|361932:1|361933:1|435267:1	core-duplicate
짓뜯다	VV	Regular				483380:483380001	361952:1	regular-control
짓무르다	VV	ReuDoubleL			77927	316134:316134001	30959:1|61873:1|69396:1	promoted
짓무찌르다	VV	ReuDoubleL				316135:316135001	472234:1	review
짓문지르다	VV	ReuDoubleL				489043:489043001	282038:1	review
짓씹다	VV	Regular			77703	323131:323131001	23630:1|54653:1	regular-control
짓조르다	VV	ReuDoubleL				486234:486234001	472290:1	review
짓주무르다	VV	ReuDoubleL				323414:323414001	333347:1|336726:1	review
짓지르다	VV	ReuDoubleL				323415:323415001	282462:1	review
짓찌르다	VV	ReuDoubleL				319487:319487001	23845:1	review
짓찧다	VV	Regular			77705	486934:486934001	282680:1	regular-control
징그럽다	VA	BToWo			77713	487185:487185001	23549:1|56158:1	promoted
짙푸르다	VA	Reo			77749	322250:322250001	546132:1	promoted
짜깁다	VV	BToWo				320985:320985001	362040:1	review
짜드라웃다	VV	Regular				490454:490454001	282948:1	regular-control
짜증스럽다	VA	BToWo			37139	311857:311857001	582731:1	productive-duplicate
짝짓다	VV	DropS			78281	516950:516950001	598442:1|598443:1	promoted
짤따랗다	VA	DropH			78921	319952:319952001	281850:1	promoted
쪼그맣다	VA	DropH			77989	323157:323157001	472577:1	promoted
쪼끄맣다	VA	DropH			78007	323447:323447001	285022:1	promoted
쭈르랗다	VA	DropH				320284:320284001	288319:1	review
찌르다	VV	ReuDoubleL			71364	489404:489404001	287508:1|31069:1|31416:1|61957:1|62713:1|69433:1	promoted
찐덥다	VA	BToWo				323789:323789001	23736:1|54753:1	review
찧다	VV	Regular			80183	485959:485959001	370804:1|374221:1|399074:1	regular-control
차갑다	VA	BToWo			71730	490063:490063001	23497:1|55265:1	promoted
차갑디차갑다	VA	BToWo					1023164:1	review
차려입다	VV	Regular			82458	323629:323629001	286101:1	regular-control
차오르다	VV	ReuDoubleL			78211	317388:317388001	1374068:1|285504:1	promoted
착살스럽다	VA	BToWo				317353:317353001	286962:1	productive-duplicate
찬연스럽다	VA	BToWo				316841:316841001	24636:1|55632:1	productive-duplicate
찬찬스럽다	VA	BToWo				323366:323366001	287184:1	productive-duplicate
참람스럽다	VA	BToWo				486803:486803001	285759:1	productive-duplicate
참스럽다	VA	BToWo				322369:322369001	288236:1	productive-duplicate
창받다	VV	Regular				328401:328401001	24287:1|56167:1	regular-control
창피스럽다	VA	BToWo			83936	487114:487114001	583226:1	productive-duplicate
채신머리사납다	VA	BToWo				484119:484119001	288066:1	review
채신사납다	VA	BToWo				484120:484120001	436020:1	review
책잡다	VV	Regular				321842:321842001	362307:1	regular-control
처넣다	VV	Regular			78709	493845:493845001	286450:1	regular-control
처닫다	VV	Regular				491221:491221001	23580:1|55409:1	regular-control
처량스럽다	VA	BToWo				328472:328472001	286864:1	productive-duplicate
처바르다	VV	ReuDoubleL					758818:1|860477:1	review
처박지르다	VV	ReuDoubleL				321311:321311001	472870:1	review
처신사납다	VA	BToWo				317637:317637001	399199:1	review
처싣다	VV	DToL				317640:317640001	362595:1	review
처지르다	VV	ReuDoubleL				323275:323275001	24915:1|55985:1	review
척짓다	VV	DropS				321402:321402001	290855:1	review
천격스럽다	VA	BToWo				321822:321822001	292007:1	productive-duplicate
천덕스럽다	VA	BToWo			78105	490821:490821001	546682:1	productive-duplicate
천박스럽다	VA	BToWo					640950:1	productive-duplicate
천연덕스럽다	VA	BToWo			77758	490611:490611001	25721:1|56388:1	productive-duplicate
천연스럽다	VA	BToWo				490614:490614001	443604:1|447207:1	productive-duplicate
천진스럽다	VA	BToWo			77776	487561:487561001	399378:1	productive-duplicate
천착스럽다	VA	BToWo				321164:321164001	362791:1	productive-duplicate
철겹다	VA	BToWo				320406:320406001	289754:1	review
철모르다	VV	ReuDoubleL			81882	486310:486310001	583352:1	promoted
청승스럽다	VA	BToWo			79307	489773:489773001	399564:1	productive-duplicate
청쫍다	VV	BToWo				329567:329567001	406666:1|410189:1	review
초조롭다	VA	BToWo				329141:329141001	293951:1	productive-duplicate
초조스럽다	VA	BToWo				329145:329145001	510457:1	productive-duplicate
촉빠르다	VA	ReuDoubleL				489309:489309001	294226:1	review
촌스럽다	VA	BToWo			25483	327044:327044001	292294:1	productive-duplicate
총혜롭다	VA	BToWo				327676:327676001	547325:1	productive-duplicate
추물스럽다	VA	BToWo				337968:337968001	293589:1	productive-duplicate
추스르다	VV	ReuDoubleL			79542	493574:493574001	480546:1|484041:1|485260:1	promoted
추잡스럽다	VA	BToWo			79558	337208:337208001|337209:337209001	293602:1|583869:1	productive-duplicate
추접스럽다	VA	BToWo				497424:497424001	293837:1	productive-duplicate
추켜잡다	VV	Regular				335529:335529001	510596:1	regular-control
축짓다	VV	DropS				337797:337797001	292649:1	review
춥다	VA	BToWo			72146	493124:493124001	1360131:1|294897:1	core-duplicate
춥디춥다	VA	BToWo					973192:1	review
춥춥스럽다	VA	BToWo					640952:1	productive-duplicate
충성스럽다	VA	BToWo			79524	331999:331999001	363175:1	productive-duplicate
충직스럽다	VA	BToWo					793525:1	productive-duplicate
측은스럽다	VA	BToWo				493702:493702001	547352:1	productive-duplicate
츱츱스럽다	VA	BToWo				329366:329366001	547453:1	productive-duplicate
치걷다	VV	DToL				333038:333038001	474165:1	review
치걷다	VV	Regular				332751:332751001	437205:1	regular-control
치고받다	VV	Regular			79070	490971:490971001	363797:1	regular-control
치긋다	VV	DropS				493708:493708001	296373:1	review
치기스럽다	VA	BToWo				332019:332019001	296550:1	productive-duplicate
치닫다	VV	DToL			79284	329077:329077001	406684:1|410204:1|411446:1	promoted
치르다	VV	Regular	EU_DROP		28130	493292:493292001	297920:1|31496:1|62805:1	regular-control
치받다	VV	Regular			79239|79240	328812:328812001|328813:328813001|493682:493682001	25704:1|298864:1|298865:1|57125:1|68042:1	regular-control
치벋다	VV	Regular				493686:493686001	299078:1	regular-control
치뻗다	VV	Regular				489923:489923001	510676:1	regular-control
치사스럽다	VA	BToWo			79253	330217:330217001	547416:1	productive-duplicate
치솟다	VV	Regular			79379	492883:492883001	333608:1|337030:1	regular-control
치신머리사납다	VA	BToWo				336075:336075001	297163:1	review
